,ciclo,Asignatura,Convocatoria,Anho,Aprobado,Anho.Firma,Primer.Par,Segundo.Par,AOT,Nota.Final,id_anony,Nota.Prom
3362,1,INTRODUCCION A LA INVESTIGACION,1,2012,0,2012,10,18,0,[0],es_599,0.0
3374,1,INTRODUCCION A LA INVESTIGACION,1,2012,0,0,0,0,0,[0],es_629,0.0
3378,1,INTRODUCCION A LA INVESTIGACION,1,2012,1,2012,9,23,0,[2],es_909,2.0
3380,1,INTRODUCCION A LA INVESTIGACION,1,2012,1,2012,11,25,0,[5],es_901,5.0
3974,1,ELECTRONICA 2,1,2012,0,0,8,5,0,[0],es_892,0.0
3977,1,ELECTRONICA 2,1,2012,1,2012,13,22,0,"[1, 4]",es_29,2.5
3983,1,ELECTRONICA 2,1,2012,1,2012,0,18,0,[5],es_894,5.0
3985,1,ELECTRONICA 2,1,2012,0,0,0,0,0,[0],es_896,0.0
3986,1,ELECTRONICA 2,1,2012,0,2012,12,11,0,[1],es_906,1.0
3996,1,ELECTRONICA 2,1,2012,1,2012,17,17,0,[2],es_899,2.0
3999,1,ELECTRONICA 2,1,2012,1,2012,12,14,0,[3],es_900,3.0
4000,1,ELECTRONICA 2,1,2012,1,2012,20,23,0,[5],es_583,5.0
4001,1,ELECTRONICA 2,1,2012,1,2012,12,21,0,[3],es_51,3.0
4002,1,ELECTRONICA 2,1,2012,0,0,4,4,0,[0],es_1003,0.0
4004,1,ELECTRONICA 2,1,2012,1,2012,8,23,0,[2],es_56,2.0
4168,1,SISTEMAS DIGITALES 2,1,2012,1,2012,8,12,0,[4],es_33,4.0
4177,1,SISTEMAS DIGITALES 2,1,2012,1,2012,6,15,0,[3],es_531,3.0
4183,1,SISTEMAS DIGITALES 2,1,2012,1,2012,13,21,0,[3],es_899,3.0
4185,1,SISTEMAS DIGITALES 2,1,2012,0,0,5,6,0,[0],es_1026,0.0
4192,1,SISTEMAS DIGITALES 2,1,2012,1,2012,12,22,0,[2],es_907,2.0
4206,1,SISTEMAS DIGITALES 2,1,2012,1,2012,14,23,0,[5],es_1027,5.0
4559,1,ELEMENTOS DE MAQUINAS,1,2012,0,2012,4,26,0,[0],es_892,0.0
4560,1,ELEMENTOS DE MAQUINAS,1,2012,1,2012,11,30,0,[5],es_894,5.0
4561,1,ELEMENTOS DE MAQUINAS,1,2012,1,2012,10,16,0,[2],es_906,2.0
4564,1,ELEMENTOS DE MAQUINAS,1,2012,1,2012,17,26,0,[5],es_44,5.0
4565,1,ELEMENTOS DE MAQUINAS,1,2012,1,2012,10,15,0,[2],es_1026,2.0
4567,1,ELEMENTOS DE MAQUINAS,1,2012,1,2012,12,36,0,[5],es_900,5.0
4568,1,ELEMENTOS DE MAQUINAS,1,2012,1,2012,11,32,0,[5],es_909,5.0
4765,1,ACTUADORES Y MAQ. ELECTRICAS 1,1,2012,1,2012,24,26,0,[5],es_894,5.0
4766,1,ACTUADORES Y MAQ. ELECTRICAS 1,1,2012,0,2012,4,23,0,[1],es_896,1.0
4767,1,ACTUADORES Y MAQ. ELECTRICAS 1,1,2012,1,2012,14,17,0,[4],es_906,4.0
4768,1,ACTUADORES Y MAQ. ELECTRICAS 1,1,2012,1,2012,18,20,0,[4],es_898,4.0
4769,1,ACTUADORES Y MAQ. ELECTRICAS 1,1,2012,1,2012,24,23,0,[5],es_900,5.0
4770,1,ACTUADORES Y MAQ. ELECTRICAS 1,1,2012,1,2012,18,31,0,[5],es_583,5.0
4771,1,ACTUADORES Y MAQ. ELECTRICAS 1,1,2012,1,2012,17,26,0,[5],es_1003,5.0
4772,1,ACTUADORES Y MAQ. ELECTRICAS 1,1,2012,1,2011,24,19,0,[4],es_909,4.0
4773,1,ACTUADORES Y MAQ. ELECTRICAS 1,1,2012,0,0,9,8,0,[0],es_901,0.0
4774,1,FENOMENOS DE TRANSPORTE,1,2012,1,2012,21,21,5,[4],es_892,4.0
4775,1,FENOMENOS DE TRANSPORTE,1,2012,1,2012,19,18,6,[5],es_894,5.0
4776,1,FENOMENOS DE TRANSPORTE,1,2012,1,2011,5,18,2,[3],es_896,3.0
4777,1,FENOMENOS DE TRANSPORTE,1,2012,1,2012,24,23,6,[5],es_898,5.0
4778,1,FENOMENOS DE TRANSPORTE,1,2012,1,2012,16,23,6,[4],es_900,4.0
