,ciclo,Asignatura,Convocatoria,Anho,Aprobado,Anho.Firma,Primer.Par,Segundo.Par,AOT,Nota.Final,id_anony,Nota.Prom
1677,1,ESTRUCTURA METALICA Y DE MADERAS,1,2012,1,2012,14,17,9,[3],es_796,3.0
1678,1,ESTRUCTURA METALICA Y DE MADERAS,1,2012,1,2012,14,26,10,[2],es_815,2.0
1679,1,ESTRUCTURA METALICA Y DE MADERAS,1,2012,0,2012,12,18,8,[0],es_338,0.0
1680,1,ESTRUCTURA METALICA Y DE MADERAS,1,2012,0,0,14,7,8,[0],es_798,0.0
1681,1,ESTRUCTURA METALICA Y DE MADERAS,1,2012,0,2012,9,18,8,[0],es_581,0.0
1682,1,ESTRUCTURA METALICA Y DE MADERAS,1,2012,0,2012,8,10,7,[0],es_347,0.0
1683,1,ESTRUCTURA METALICA Y DE MADERAS,1,2012,0,0,6,5,10,[0],es_799,0.0
1684,1,ESTRUCTURA METALICA Y DE MADERAS,1,2012,1,2012,17,24,9,[3],es_800,3.0
1685,1,ESTRUCTURA METALICA Y DE MADERAS,1,2012,1,2012,17,27,10,[4],es_801,4.0
1686,1,ESTRUCTURA METALICA Y DE MADERAS,1,2012,0,0,13,0,10,[0],es_595,0.0
1687,1,ESTRUCTURA METALICA Y DE MADERAS,1,2012,0,2012,9,12,8,[0],es_163,0.0
1688,1,ESTRUCTURA METALICA Y DE MADERAS,1,2012,1,2012,12,21,10,[2],es_149,2.0
1689,1,ESTRUCTURA METALICA Y DE MADERAS,1,2012,0,2012,18,16,9,[0],es_357,0.0
1690,1,ESTRUCTURA METALICA Y DE MADERAS,1,2012,1,2012,12,9,8,[4],es_358,4.0
1691,1,ESTRUCTURA METALICA Y DE MADERAS,1,2012,0,2012,14,20,10,[0],es_164,0.0
1692,1,ESTRUCTURA METALICA Y DE MADERAS,1,2012,0,2012,11,13,7,[0],es_362,0.0
1693,1,ESTRUCTURA METALICA Y DE MADERAS,1,2012,1,2012,16,23,10,[5],es_165,5.0
1694,1,ESTRUCTURA METALICA Y DE MADERAS,1,2012,1,2012,13,17,10,[3],es_150,3.0
