,Unnamed: 0,danho,ciclo,Cod.Asign,Asignatura,Cod.Car.Sec,Cod.Curso,Convocatoria,Anho,Semestre,Aprobado,Anho.Firma,Primer.Par,Segundo.Par,AOT,Primer.Rec,Segundo.Rec,Nota.Final,Tercer.Par,Asis,Cuarto.Par,4P_60,id_anony
1,1,2012,1,2402,COMBUSTION,MEC9-OPT  ,13,1,2012,1,S,2012,11,14,8,0,0,1F-5,0.0,1.0,,,es_1
3,3,2012,1,2402,COMBUSTION,MEC9-OPT  ,13,1,2012,1,S,2012,11,14,8,0,0,"1F-1,2F-2",0.0,1.0,,,es_3
4,4,2012,1,2402,COMBUSTION,MEC9-OPT  ,13,1,2012,1,N,0,11,4,8,0,0,,0.0,1.0,,,es_4
12,12,2012,1,2402,COMBUSTION,MEC9-OPT  ,13,1,2012,1,S,2012,17,26,9,0,0,1F-4,0.0,1.0,,,es_12
16,16,2012,1,2402,COMBUSTION,MEC9-OPT  ,13,1,2012,1,S,2012,20,23,9,0,0,1F-4,0.0,1.0,,,es_16
20,20,2012,1,2402,COMBUSTION,MEC9-OPT  ,13,1,2012,1,S,2012,14,24,0,0,0,1F-4,0.0,1.0,,,es_20
26,26,2012,1,2403,INTRODUCCION A LA SIMULACION,MEC9-OPT  ,13,1,2012,1,S,2012,10,23,7,0,0,"1F-1,2F-3",0.0,1.0,,,es_1
27,27,2012,1,2403,INTRODUCCION A LA SIMULACION,MEC9-OPT  ,13,1,2012,1,N,2012,12,19,7,0,0,"1F-1,2F-1",0.0,1.0,,,es_3
41,41,2012,1,2403,INTRODUCCION A LA SIMULACION,MEC9-OPT  ,13,1,2012,1,N,0,0,0,0,0,0,,0.0,1.0,,,es_38
42,42,2012,1,2403,INTRODUCCION A LA SIMULACION,MEC9-OPT  ,13,1,2012,1,S,2012,18,33,8,0,0,1F-5,0.0,1.0,,,es_12
55,55,2012,1,2403,INTRODUCCION A LA SIMULACION,MEC9-OPT  ,13,1,2012,1,N,0,0,0,0,0,0,,0.0,0.0,,,es_48
71,71,2012,1,2404,INGENIERIA DE MANTENIMIENTO,MEC9-OPT  ,13,1,2012,1,S,2012,11,14,0,0,0,"1F-1,2F-2",0.0,1.0,,,es_1
72,72,2012,1,2404,INGENIERIA DE MANTENIMIENTO,MEC9-OPT  ,13,1,2012,1,S,2012,14,11,0,0,0,"1F-1,2F-2",0.0,1.0,,,es_63
73,73,2012,1,2404,INGENIERIA DE MANTENIMIENTO,MEC9-OPT  ,13,1,2012,1,N,0,10,11,0,0,0,,0.0,1.0,,,es_4
74,74,2012,1,2404,INGENIERIA DE MANTENIMIENTO,MEC9-OPT  ,13,1,2012,1,N,0,12,0,0,0,0,,0.0,1.0,,,es_64
75,75,2012,1,2404,INGENIERIA DE MANTENIMIENTO,MEC9-OPT  ,13,1,2012,1,N,2012,19,23,0,0,0,,0.0,1.0,,,es_65
76,76,2012,1,2404,INGENIERIA DE MANTENIMIENTO,MEC9-OPT  ,13,1,2012,1,N,0,1,0,0,0,0,,0.0,1.0,,,es_38
77,77,2012,1,2404,INGENIERIA DE MANTENIMIENTO,MEC9-OPT  ,13,1,2012,1,S,2012,13,19,0,0,0,"1F-1,2F-3",0.0,1.0,,,es_12
78,78,2012,1,2404,INGENIERIA DE MANTENIMIENTO,MEC9-OPT  ,13,1,2012,1,N,0,0,0,0,0,0,,0.0,1.0,,,es_66
79,79,2012,1,2404,INGENIERIA DE MANTENIMIENTO,MEC9-OPT  ,13,1,2012,1,N,2012,10,16,0,0,0,,0.0,1.0,,,es_16
80,80,2012,1,2404,INGENIERIA DE MANTENIMIENTO,MEC9-OPT  ,13,1,2012,1,S,2012,17,20,0,0,0,"1F-1,2F-4",0.0,1.0,,,es_67
82,82,2012,1,2405,EFICIENCIA ENERGETICA,MEC9-OPT  ,13,1,2012,1,S,2012,26,29,0,0,0,1F-5,0.0,1.0,,,es_1
83,83,2012,1,2405,EFICIENCIA ENERGETICA,MEC9-OPT  ,13,1,2012,1,S,2012,30,25,0,0,0,1F-5,0.0,1.0,,,es_69
84,84,2012,1,2405,EFICIENCIA ENERGETICA,MEC9-OPT  ,13,1,2012,1,S,2012,30,24,0,0,0,1F-5,0.0,1.0,,,es_63
85,85,2012,1,2405,EFICIENCIA ENERGETICA,MEC9-OPT  ,13,1,2012,1,S,2012,20,25,0,0,0,1F-4,0.0,1.0,,,es_4
90,90,2012,1,2405,EFICIENCIA ENERGETICA,MEC9-OPT  ,13,1,2012,1,S,2012,27,29,0,0,0,1F-5,0.0,1.0,,,es_64
101,101,2012,1,2405,EFICIENCIA ENERGETICA,MEC9-OPT  ,13,1,2012,1,S,2012,26,0,0,51,0,2F-5,0.0,1.0,,,es_65
104,104,2012,1,2405,EFICIENCIA ENERGETICA,MEC9-OPT  ,13,1,2012,1,N,0,21,0,0,0,0,,0.0,0.0,,,es_38
105,105,2012,1,2405,EFICIENCIA ENERGETICA,MEC9-OPT  ,13,1,2012,1,S,2012,26,26,0,0,0,1F-5,0.0,1.0,,,es_12
111,111,2012,1,2405,EFICIENCIA ENERGETICA,MEC9-OPT  ,13,1,2012,1,N,0,27,0,0,0,0,,0.0,0.0,,,es_66
120,120,2012,1,2405,EFICIENCIA ENERGETICA,MEC9-OPT  ,13,1,2012,1,S,2012,26,23,0,0,0,1F-5,0.0,1.0,,,es_67
238,238,2012,1,2736,MECANICA DE FLUIDOS AVANZADOS,MEC9-OPT  ,13,1,2012,1,N,2012,15,16,0,0,0,"1F-1,2F-1",0.0,1.0,,,es_1
240,240,2012,1,2736,MECANICA DE FLUIDOS AVANZADOS,MEC9-OPT  ,13,1,2012,1,S,2012,12,20,0,0,0,2F-2,0.0,1.0,,,es_69
241,241,2012,1,2736,MECANICA DE FLUIDOS AVANZADOS,MEC9-OPT  ,13,1,2012,1,S,2012,15,14,0,0,0,1F-2,0.0,1.0,,,es_63
244,244,2012,1,2736,MECANICA DE FLUIDOS AVANZADOS,MEC9-OPT  ,13,1,2012,1,S,2012,19,21,0,0,0,1F-4,0.0,1.0,,,es_64
249,249,2012,1,2736,MECANICA DE FLUIDOS AVANZADOS,MEC9-OPT  ,13,1,2012,1,S,2012,15,20,0,0,0,2F-2,0.0,1.0,,,es_12
254,254,2012,1,2736,MECANICA DE FLUIDOS AVANZADOS,MEC9-OPT  ,13,1,2012,1,S,2012,20,24,0,0,0,2F-5,0.0,1.0,,,es_67
259,259,2012,1,2737,INTRODUCCION A LA FISICA ATOMICA Y MOLECULAR,MEC9-OPT  ,13,1,2012,1,N,0,0,0,0,0,0,,0.0,0.0,,,es_69
273,273,2012,1,2737,INTRODUCCION A LA FISICA ATOMICA Y MOLECULAR,MEC9-OPT  ,13,1,2012,1,N,0,0,0,0,0,0,,0.0,1.0,,,es_67
4555,4555,2012,1,5607,ELEMENTOS DE MAQUINAS,MEC-PLS09 ,6,1,2012,1,N,0,0,0,0,0,0,,0.0,0.0,,,es_1060
4556,4556,2012,1,5607,ELEMENTOS DE MAQUINAS,MEC-PLS09 ,6,1,2012,1,S,2012,10,28,0,0,0,1F-4,0.0,1.0,,,es_69
4557,4557,2012,1,5607,ELEMENTOS DE MAQUINAS,MEC-PLS09 ,6,1,2012,1,S,2012,7,23,0,0,0,3F-3,0.0,1.0,,,es_63
4558,4558,2012,1,5607,ELEMENTOS DE MAQUINAS,MEC-PLS09 ,6,1,2012,1,S,2011,0,0,0,0,0,3F-3,0.0,0.0,,,es_3
4562,4562,2012,1,5607,ELEMENTOS DE MAQUINAS,MEC-PLS09 ,6,1,2012,1,N,0,0,0,0,0,0,,0.0,1.0,,,es_38
4563,4563,2012,1,5607,ELEMENTOS DE MAQUINAS,MEC-PLS09 ,6,1,2012,1,S,2012,14,23,0,0,0,"1F-1,2F-3",0.0,1.0,,,es_12
4566,4566,2012,1,5607,ELEMENTOS DE MAQUINAS,MEC-PLS09 ,6,1,2012,1,N,2011,0,0,0,0,0,,0.0,0.0,,,es_48
4569,4569,2012,1,5608,ELECTRONICA BASICA,MEC-PLS09 ,6,1,2012,1,N,0,0,0,0,0,0,,0.0,0.0,,,es_589
4570,4570,2012,1,5609,PROCESOS DE FABRICACION 1,MEC-PLS09 ,6,1,2012,1,N,0,10,0,0,0,0,,0.0,0.0,,,es_1060
4571,4571,2012,1,5609,PROCESOS DE FABRICACION 1,MEC-PLS09 ,6,1,2012,1,S,2012,14,18,0,0,0,1F-2,0.0,1.0,,,es_675
4572,4572,2012,1,5609,PROCESOS DE FABRICACION 1,MEC-PLS09 ,6,1,2012,1,S,2012,13,16,0,0,0,2F-2,0.0,1.0,,,es_472
4573,4573,2012,1,5609,PROCESOS DE FABRICACION 1,MEC-PLS09 ,6,1,2012,1,S,2012,12,19,0,0,0,2F-3,0.0,1.0,,,es_1061
4574,4574,2012,1,5609,PROCESOS DE FABRICACION 1,MEC-PLS09 ,6,1,2012,1,S,2012,20,24,0,0,0,1F-4,0.0,1.0,,,es_3
4575,4575,2012,1,5609,PROCESOS DE FABRICACION 1,MEC-PLS09 ,6,1,2012,1,N,0,0,0,0,0,0,,0.0,0.0,,,es_685
4576,4576,2012,1,5609,PROCESOS DE FABRICACION 1,MEC-PLS09 ,6,1,2012,1,S,2012,16,25,0,0,0,1F-4,0.0,1.0,,,es_694
4577,4577,2012,1,5609,PROCESOS DE FABRICACION 1,MEC-PLS09 ,6,1,2012,1,N,2012,12,20,0,0,0,,0.0,1.0,,,es_1062
4578,4578,2012,1,5609,PROCESOS DE FABRICACION 1,MEC-PLS09 ,6,1,2012,1,S,2012,19,30,0,0,0,1F-5,0.0,1.0,,,es_1063
4579,4579,2012,1,5609,PROCESOS DE FABRICACION 1,MEC-PLS09 ,6,1,2012,1,N,0,0,0,0,0,0,,0.0,0.0,,,es_48
4580,4580,2012,1,5609,PROCESOS DE FABRICACION 1,MEC-PLS09 ,6,1,2012,1,N,0,16,5,0,0,0,,0.0,1.0,,,es_747
4581,4581,2012,1,5609,PROCESOS DE FABRICACION 1,MEC-PLS09 ,6,1,2012,1,S,2012,19,20,0,0,0,1F-3,0.0,1.0,,,es_630
4582,4582,2012,1,5610,TRANSFERENCIA DE CALOR,MEC-PLS09 ,6,1,2012,1,N,0,13,0,0,0,0,,0.0,1.0,,,es_675
4583,4583,2012,1,5610,TRANSFERENCIA DE CALOR,MEC-PLS09 ,6,1,2012,1,S,2012,5,11,0,55,0,2F-4,0.0,1.0,,,es_1061
4584,4584,2012,1,5610,TRANSFERENCIA DE CALOR,MEC-PLS09 ,6,1,2012,1,N,0,0,0,0,0,0,,0.0,0.0,,,es_485
4585,4585,2012,1,5610,TRANSFERENCIA DE CALOR,MEC-PLS09 ,6,1,2012,1,N,0,12,19,0,0,0,,0.0,1.0,,,es_487
4586,4586,2012,1,5610,TRANSFERENCIA DE CALOR,MEC-PLS09 ,6,1,2012,1,S,2012,14,15,0,0,0,3F-5,0.0,1.0,,,es_685
4587,4587,2012,1,5610,TRANSFERENCIA DE CALOR,MEC-PLS09 ,6,1,2012,1,S,2012,29,30,0,0,0,1F-5,0.0,1.0,,,es_923
4588,4588,2012,1,5610,TRANSFERENCIA DE CALOR,MEC-PLS09 ,6,1,2012,1,N,0,0,0,0,0,0,,0.0,0.0,,,es_1064
4589,4589,2012,1,5610,TRANSFERENCIA DE CALOR,MEC-PLS09 ,6,1,2012,1,N,0,8,0,0,0,0,,0.0,1.0,,,es_1062
4590,4590,2012,1,5610,TRANSFERENCIA DE CALOR,MEC-PLS09 ,6,1,2012,1,S,2012,29,15,0,0,0,2F-2,0.0,1.0,,,es_1063
4591,4591,2012,1,5610,TRANSFERENCIA DE CALOR,MEC-PLS09 ,6,1,2012,1,S,2012,26,26,0,0,0,1F-4,0.0,1.0,,,es_756
4592,4592,2012,1,5610,TRANSFERENCIA DE CALOR,MEC-PLS09 ,6,1,2012,1,N,0,9,0,0,0,0,,0.0,1.0,,,es_630
4593,4593,2012,1,5610,TRANSFERENCIA DE CALOR,MEC-PLS09 ,6,1,2012,1,S,2012,11,11,0,41,0,3F-3,0.0,1.0,,,es_659
4594,4594,2012,1,5610,TRANSFERENCIA DE CALOR,MEC-PLS09 ,6,1,2012,1,S,2012,18,9,0,37,0,3F-4,0.0,1.0,,,es_666
4595,4595,2012,1,5611,METROLOGIA,MEC-PLS09 ,6,1,2012,1,N,0,0,0,0,0,0,,0.0,0.0,,,es_1060
4596,4596,2012,1,5611,METROLOGIA,MEC-PLS09 ,6,1,2012,1,S,2012,15,33,0,0,0,1F-4,0.0,1.0,,,es_675
4597,4597,2012,1,5611,METROLOGIA,MEC-PLS09 ,6,1,2012,1,S,2012,8,31,0,0,0,1F-4,0.0,1.0,,,es_472
4598,4598,2012,1,5611,METROLOGIA,MEC-PLS09 ,6,1,2012,1,S,2012,15,33,0,0,0,1F-4,0.0,1.0,,,es_1061
4599,4599,2012,1,5611,METROLOGIA,MEC-PLS09 ,6,1,2012,1,S,2012,12,41,0,0,0,1F-4,0.0,1.0,,,es_685
4600,4600,2012,1,5611,METROLOGIA,MEC-PLS09 ,6,1,2012,1,N,0,0,0,0,0,0,,0.0,0.0,,,es_688
4601,4601,2012,1,5611,METROLOGIA,MEC-PLS09 ,6,1,2012,1,S,2012,14,27,0,0,0,1F-4,0.0,1.0,,,es_694
4602,4602,2012,1,5611,METROLOGIA,MEC-PLS09 ,6,1,2012,1,S,2012,17,40,0,0,0,1F-5,0.0,1.0,,,es_65
4603,4603,2012,1,5611,METROLOGIA,MEC-PLS09 ,6,1,2012,1,N,0,15,30,0,0,0,,0.0,1.0,,,es_38
4604,4604,2012,1,5611,METROLOGIA,MEC-PLS09 ,6,1,2012,1,S,2012,17,40,0,0,0,1F-5,0.0,1.0,,,es_713
4605,4605,2012,1,5611,METROLOGIA,MEC-PLS09 ,6,1,2012,1,S,2012,15,26,0,0,0,1F-3,0.0,1.0,,,es_1062
4606,4606,2012,1,5611,METROLOGIA,MEC-PLS09 ,6,1,2012,1,S,2012,15,37,0,0,0,1F-5,0.0,1.0,,,es_1063
4607,4607,2012,1,5611,METROLOGIA,MEC-PLS09 ,6,1,2012,1,N,0,0,0,0,0,0,,0.0,0.0,,,es_48
4608,4608,2012,1,5611,METROLOGIA,MEC-PLS09 ,6,1,2012,1,N,0,4,0,0,0,0,,0.0,1.0,,,es_747
4609,4609,2012,1,5612,MATERIALES 2,MEC-PLS09 ,6,1,2012,1,S,2012,15,30,0,0,0,1F-4,0.0,1.0,,,es_675
4610,4610,2012,1,5612,MATERIALES 2,MEC-PLS09 ,6,1,2012,1,S,2011,12,21,0,0,0,"1F-1,2F-5",0.0,0.0,,,es_472
4611,4611,2012,1,5612,MATERIALES 2,MEC-PLS09 ,6,1,2012,1,S,2012,18,30,0,0,0,1F-5,0.0,1.0,,,es_1061
4612,4612,2012,1,5612,MATERIALES 2,MEC-PLS09 ,6,1,2012,1,S,2012,14,18,0,0,0,2F-5,0.0,1.0,,,es_485
4613,4613,2012,1,5612,MATERIALES 2,MEC-PLS09 ,6,1,2012,1,S,2012,14,34,0,0,0,1F-5,0.0,1.0,,,es_685
4614,4614,2012,1,5612,MATERIALES 2,MEC-PLS09 ,6,1,2012,1,S,2012,16,19,0,0,0,1F-2,0.0,1.0,,,es_694
4615,4615,2012,1,5612,MATERIALES 2,MEC-PLS09 ,6,1,2012,1,N,2011,0,0,0,0,0,,0.0,0.0,,,es_38
4616,4616,2012,1,5612,MATERIALES 2,MEC-PLS09 ,6,1,2012,1,S,2012,18,29,0,0,0,2F-5,0.0,1.0,,,es_713
4617,4617,2012,1,5612,MATERIALES 2,MEC-PLS09 ,6,1,2012,1,S,2012,18,36,0,0,0,1F-5,0.0,1.0,,,es_1063
4618,4618,2012,1,5612,MATERIALES 2,MEC-PLS09 ,6,1,2012,1,N,2011,0,0,0,0,0,,0.0,0.0,,,es_48
4619,4619,2012,1,5612,MATERIALES 2,MEC-PLS09 ,6,1,2012,1,S,2012,16,28,0,0,0,1F-3,0.0,1.0,,,es_747
4620,4620,2012,1,5612,MATERIALES 2,MEC-PLS09 ,6,1,2012,1,S,2012,14,16,0,0,0,2F-5,0.0,1.0,,,es_630
4621,4621,2012,1,5612,MATERIALES 2,MEC-PLS09 ,6,1,2012,1,S,2012,14,27,0,0,0,1F-4,0.0,1.0,,,es_666
4622,4622,2012,1,5613,LABORATORIO MECANICO 1,MEC-PLS09 ,6,1,2012,1,N,0,3,0,0,0,0,,0.0,0.0,,,es_1060
4623,4623,2012,1,5613,LABORATORIO MECANICO 1,MEC-PLS09 ,6,1,2012,1,S,2012,15,35,0,0,0,1F-2,0.0,0.0,,,es_675
4624,4624,2012,1,5613,LABORATORIO MECANICO 1,MEC-PLS09 ,6,1,2012,1,S,2012,17,41,0,0,0,1F-4,0.0,0.0,,,es_1061
4625,4625,2012,1,5613,LABORATORIO MECANICO 1,MEC-PLS09 ,6,1,2012,1,S,2012,17,38,0,0,0,1F-3,0.0,0.0,,,es_694
4626,4626,2012,1,5613,LABORATORIO MECANICO 1,MEC-PLS09 ,6,1,2012,1,N,2012,9,34,0,0,0,1F-1,0.0,0.0,,,es_1062
4627,4627,2012,1,5613,LABORATORIO MECANICO 1,MEC-PLS09 ,6,1,2012,1,S,2012,15,39,0,0,0,1F-4,0.0,0.0,,,es_1063
4628,4628,2012,1,5613,LABORATORIO MECANICO 1,MEC-PLS09 ,6,1,2012,1,N,0,0,0,0,0,0,,0.0,0.0,,,es_756
4629,4629,2012,1,5613,LABORATORIO MECANICO 1,MEC-PLS09 ,6,1,2012,1,S,2012,20,45,0,0,0,1F-5,0.0,0.0,,,es_659
4630,4630,2012,1,5618,INTRODUCCION A LA INVESTIGACION,MEC-PLS09 ,7,1,2012,1,S,2011,22,28,0,0,0,1F-5,0.0,0.0,,,es_923
4631,4631,2012,1,5618,INTRODUCCION A LA INVESTIGACION,MEC-PLS09 ,7,1,2012,1,S,2012,16,23,0,0,0,1F-3,0.0,1.0,,,es_65
4632,4632,2012,1,5618,INTRODUCCION A LA INVESTIGACION,MEC-PLS09 ,7,1,2012,1,N,0,5,11,0,13,0,,0.0,1.0,,,es_924
4633,4633,2012,1,5618,INTRODUCCION A LA INVESTIGACION,MEC-PLS09 ,7,1,2012,1,N,0,1,0,0,0,0,,0.0,0.0,,,es_38
4634,4634,2012,1,5618,INTRODUCCION A LA INVESTIGACION,MEC-PLS09 ,7,1,2012,1,N,0,0,0,0,0,0,,0.0,0.0,,,es_1064
4635,4635,2012,1,5618,INTRODUCCION A LA INVESTIGACION,MEC-PLS09 ,7,1,2012,1,S,2012,20,24,0,0,0,1F-5,0.0,1.0,,,es_16
4636,4636,2012,1,5618,INTRODUCCION A LA INVESTIGACION,MEC-PLS09 ,7,1,2012,1,N,0,0,0,0,0,0,,0.0,0.0,,,es_48
4637,4637,2012,1,5618,INTRODUCCION A LA INVESTIGACION,MEC-PLS09 ,7,1,2012,1,S,2012,8,20,0,30,0,2F-5,0.0,1.0,,,es_1065
4638,4638,2012,1,5621,INSTALACIONES INDUSTRIALES,MEC-PLS09 ,8,1,2012,1,N,2012,16,15,8,39,0,,0.0,1.0,,,es_684
4639,4639,2012,1,5621,INSTALACIONES INDUSTRIALES,MEC-PLS09 ,8,1,2012,1,N,2012,15,21,8,0,0,,0.0,1.0,,,es_1066
4640,4640,2012,1,5621,INSTALACIONES INDUSTRIALES,MEC-PLS09 ,8,1,2012,1,S,2012,14,24,8,0,0,1F-4,0.0,1.0,,,es_924
4641,4641,2012,1,5621,INSTALACIONES INDUSTRIALES,MEC-PLS09 ,8,1,2012,1,S,2011,18,22,7,0,0,1F-5,0.0,1.0,,,es_20
4642,4642,2012,1,5621,INSTALACIONES INDUSTRIALES,MEC-PLS09 ,8,1,2012,1,N,2012,19,30,8,0,0,,0.0,1.0,,,es_1065
4643,4643,2012,1,5622,TERMOTECNIA 2,MEC-PLS09 ,8,1,2012,1,N,2012,10,31,10,0,0,,0.0,1.0,,,es_1066
4644,4644,2012,1,5622,TERMOTECNIA 2,MEC-PLS09 ,8,1,2012,1,S,2012,15,33,10,0,0,1F-5,0.0,1.0,,,es_924
4645,4645,2012,1,5622,TERMOTECNIA 2,MEC-PLS09 ,8,1,2012,1,N,2012,14,35,10,0,0,,0.0,1.0,,,es_1065
4646,4646,2012,1,5623,MAQUINAS DE FLUJO,MEC-PLS09 ,8,1,2012,1,S,2012,16,29,0,0,0,1F-5,0.0,1.0,,,es_713
4647,4647,2012,1,5623,MAQUINAS DE FLUJO,MEC-PLS09 ,8,1,2012,1,S,2012,17,36,0,0,0,1F-5,0.0,1.0,,,es_1065
4648,4648,2012,1,5623,MAQUINAS DE FLUJO,MEC-PLS09 ,8,1,2012,1,S,2012,12,24,0,0,0,1F-4,0.0,1.0,,,es_756
4649,4649,2012,1,5623,MAQUINAS DE FLUJO,MEC-PLS09 ,8,1,2012,1,N,0,10,0,0,0,0,,0.0,0.0,,,es_765
4650,4650,2012,1,5624,INVESTIGACION OPERATIVA,MEC-PLS09 ,8,1,2012,1,N,2011,0,0,0,0,0,,0.0,0.0,,,es_1060
4652,4652,2012,1,5624,INVESTIGACION OPERATIVA,MEC-PLS09 ,8,1,2012,1,N,2012,13,18,8,0,0,,0.0,1.0,,,es_684
4653,4653,2012,1,5624,INVESTIGACION OPERATIVA,MEC-PLS09 ,8,1,2012,1,N,0,0,0,0,0,0,,0.0,0.0,,,es_688
4654,4654,2012,1,5624,INVESTIGACION OPERATIVA,MEC-PLS09 ,8,1,2012,1,S,2012,20,35,10,0,0,1F-5,0.0,1.0,,,es_923
4655,4655,2012,1,5624,INVESTIGACION OPERATIVA,MEC-PLS09 ,8,1,2012,1,N,2012,16,16,8,0,0,,0.0,1.0,,,es_65
4656,4656,2012,1,5624,INVESTIGACION OPERATIVA,MEC-PLS09 ,8,1,2012,1,N,0,0,0,0,0,0,,0.0,1.0,,,es_858
4657,4657,2012,1,5624,INVESTIGACION OPERATIVA,MEC-PLS09 ,8,1,2012,1,N,2012,10,20,10,0,0,,0.0,1.0,,,es_924
4658,4658,2012,1,5624,INVESTIGACION OPERATIVA,MEC-PLS09 ,8,1,2012,1,N,0,0,0,0,0,0,,0.0,0.0,,,es_1064
4659,4659,2012,1,5624,INVESTIGACION OPERATIVA,MEC-PLS09 ,8,1,2012,1,N,0,10,13,10,0,0,,0.0,1.0,,,es_16
4660,4660,2012,1,5624,INVESTIGACION OPERATIVA,MEC-PLS09 ,8,1,2012,1,N,0,7,13,10,0,0,,0.0,1.0,,,es_20
4661,4661,2012,1,5624,INVESTIGACION OPERATIVA,MEC-PLS09 ,8,1,2012,1,S,2012,18,33,9,0,0,2F-5,0.0,1.0,,,es_1065
4662,4662,2012,1,5624,INVESTIGACION OPERATIVA,MEC-PLS09 ,8,1,2012,1,N,0,16,0,4,0,0,,0.0,1.0,,,es_756
4663,4663,2012,1,5625,TECNICA DE ENERGIAS ALTERNATIVAS,MEC-PLS09 ,8,1,2012,1,S,2012,15,26,8,0,0,1F-4,0.0,1.0,,,es_684
4664,4664,2012,1,5625,TECNICA DE ENERGIAS ALTERNATIVAS,MEC-PLS09 ,8,1,2012,1,N,2012,14,18,8,0,0,,0.0,1.0,,,es_1066
4665,4665,2012,1,5625,TECNICA DE ENERGIAS ALTERNATIVAS,MEC-PLS09 ,8,1,2012,1,S,2012,11,25,8,0,0,2F-4,0.0,1.0,,,es_924
4666,4666,2012,1,5625,TECNICA DE ENERGIAS ALTERNATIVAS,MEC-PLS09 ,8,1,2012,1,S,2012,17,25,8,0,0,1F-3,0.0,1.0,,,es_713
4667,4667,2012,1,5625,TECNICA DE ENERGIAS ALTERNATIVAS,MEC-PLS09 ,8,1,2012,1,S,2012,14,23,8,0,0,2F-4,0.0,1.0,,,es_20
4668,4668,2012,1,5625,TECNICA DE ENERGIAS ALTERNATIVAS,MEC-PLS09 ,8,1,2012,1,N,2012,15,22,8,0,0,,0.0,1.0,,,es_1065
4669,4669,2012,1,5626,ECONOMIA Y EVALUACION DE PROYECTO,MEC-PLS09 ,8,1,2012,1,N,0,0,0,0,0,0,,0.0,1.0,,,es_688
4670,4670,2012,1,5626,ECONOMIA Y EVALUACION DE PROYECTO,MEC-PLS09 ,8,1,2012,1,S,2012,20,31,8,0,0,1F-5,0.0,1.0,,,es_65
4671,4671,2012,1,5626,ECONOMIA Y EVALUACION DE PROYECTO,MEC-PLS09 ,8,1,2012,1,N,0,16,0,0,0,0,,0.0,1.0,,,es_858
4672,4672,2012,1,5626,ECONOMIA Y EVALUACION DE PROYECTO,MEC-PLS09 ,8,1,2012,1,S,2012,9,16,10,0,0,1F-4,0.0,1.0,,,es_924
4673,4673,2012,1,5626,ECONOMIA Y EVALUACION DE PROYECTO,MEC-PLS09 ,8,1,2012,1,S,2012,18,30,8,0,0,1F-5,0.0,1.0,,,es_12
4674,4674,2012,1,5626,ECONOMIA Y EVALUACION DE PROYECTO,MEC-PLS09 ,8,1,2012,1,N,2012,18,30,8,0,0,,0.0,1.0,,,es_713
4675,4675,2012,1,5626,ECONOMIA Y EVALUACION DE PROYECTO,MEC-PLS09 ,8,1,2012,1,S,2012,23,29,8,0,0,1F-5,0.0,1.0,,,es_16
4676,4676,2012,1,5626,ECONOMIA Y EVALUACION DE PROYECTO,MEC-PLS09 ,8,1,2012,1,S,2012,23,29,8,0,0,1F-5,0.0,1.0,,,es_1065
4678,4678,2012,1,5630,MANTENIMIENTO MECANICO,MEC-PLS09 ,9,1,2012,1,N,2011,11,24,8,0,0,,0.0,1.0,,,es_66
4679,4679,2012,1,5634,LEGISLACION,MEC-PLS09 ,10,1,2012,1,S,2012,0,0,0,0,0,1F-3,0.0,1.0,,,es_1
4680,4680,2012,1,5634,LEGISLACION,MEC-PLS09 ,10,1,2012,1,S,2012,0,0,0,0,0,1F-5,0.0,1.0,,,es_69
4681,4681,2012,1,5634,LEGISLACION,MEC-PLS09 ,10,1,2012,1,S,2012,0,0,0,0,0,1F-4,0.0,1.0,,,es_63
4682,4682,2012,1,5634,LEGISLACION,MEC-PLS09 ,10,1,2012,1,S,2012,22,0,0,0,0,1F-4,0.0,1.0,,,es_1067
4683,4683,2012,1,5634,LEGISLACION,MEC-PLS09 ,10,1,2012,1,S,2012,0,0,0,0,0,1F-2,0.0,1.0,,,es_4
4684,4684,2012,1,5634,LEGISLACION,MEC-PLS09 ,10,1,2012,1,S,2012,19,0,0,0,0,1F-5,0.0,1.0,,,es_64
4685,4685,2012,1,5634,LEGISLACION,MEC-175-09,10,1,2012,1,S,2012,14,0,0,0,0,1F-3,0.0,1.0,,,es_514
4686,4686,2012,1,5634,LEGISLACION,MEC-PLS09 ,10,1,2012,1,S,2012,0,0,0,0,0,1F-4,0.0,1.0,,,es_12
4687,4687,2012,1,5634,LEGISLACION,MEC-175-09,10,1,2012,1,S,2012,19,0,0,0,0,1F-4,0.0,1.0,,,es_17
4688,4688,2012,1,5634,LEGISLACION,MEC-175-09,10,1,2012,1,S,2012,13,0,0,0,0,1F-3,0.0,1.0,,,es_551
4689,4689,2012,1,5634,LEGISLACION,MEC-PLS09 ,10,1,2012,1,S,2012,21,0,0,0,0,1F-5,0.0,1.0,,,es_67
4690,4690,2012,1,5634,LEGISLACION,MEC-175-09,10,1,2012,1,N,2012,8,0,0,0,0,,0.0,1.0,,,es_771
4691,4691,2012,1,5634,LEGISLACION,MEC-175-09,10,1,2012,1,S,2012,16,0,0,0,0,1F-3,0.0,1.0,,,es_25
4692,4692,2012,1,5635,ORGANIZACION INDUSTRIAL Y SEGURIDAD DEL TRABAJO,MEC-PLS09 ,10,1,2012,1,S,2012,22,34,10,0,0,1F-5,0.0,1.0,,,es_69
